timestamp_unix,t_in,t_ext,rh,pwm,door,ctrl_mode,phase,session_id,scenario,t_pred,err,integral,kp,ki,kd
1778986863,37.19,32.34,52.30,14,1,tinyml,,,,37.190,0.000,0.000,0.000,0.000,0.000
1778986868,37.17,32.32,52.30,14,1,tinyml,,,,37.170,0.000,0.000,0.000,0.000,0.000
1778986873,37.14,32.30,52.30,15,1,tinyml,,,,37.140,0.000,0.000,0.000,0.000,0.000
1778986878,37.13,32.30,52.30,15,1,tinyml,,,,37.130,0.000,0.000,0.000,0.000,0.000
1778986883,37.14,32.25,52.40,15,1,tinyml,,,,37.140,0.000,0.000,0.000,0.000,0.000
1778986888,37.09,32.24,52.50,16,1,tinyml,,,,37.090,0.000,0.000,0.000,0.000,0.000
1778986893,37.10,32.24,52.50,16,1,tinyml,,,,37.100,0.000,0.000,0.000,0.000,0.000
1778986898,37.07,32.23,52.50,16,1,tinyml,,,,37.070,0.000,0.000,0.000,0.000,0.000
1778986903,37.04,32.25,52.50,17,1,tinyml,,,,37.040,0.000,0.000,0.000,0.000,0.000
1778986908,37.03,32.25,52.60,17,1,tinyml,,,,37.030,0.000,0.000,0.000,0.000,0.000
1778986913,37.03,32.28,52.60,17,1,tinyml,,,,37.030,0.000,0.000,0.000,0.000,0.000
1778986918,37.00,32.28,52.60,18,1,tinyml,,,,37.000,0.000,0.000,0.000,0.000,0.000
1778986923,36.97,32.30,52.70,18,1,tinyml,,,,36.970,0.000,0.000,0.000,0.000,0.000
1778986928,36.96,32.27,52.70,18,1,tinyml,,,,36.960,0.000,0.000,0.000,0.000,0.000
1778986933,36.94,32.28,52.70,19,1,tinyml,,,,36.940,0.000,0.000,0.000,0.000,0.000
1778986938,36.94,32.31,52.80,19,1,tinyml,,,,36.940,0.000,0.000,0.000,0.000,0.000
1778986943,36.94,32.28,52.80,19,1,tinyml,,,,36.940,0.000,0.000,0.000,0.000,0.000
1778986948,36.90,32.28,52.80,19,1,tinyml,,,,36.900,0.000,0.000,0.000,0.000,0.000
1778986953,36.90,32.30,52.80,19,1,tinyml,,,,36.900,0.000,0.000,0.000,0.000,0.000
1778986958,36.89,32.30,52.80,19,1,tinyml,,,,36.890,0.000,0.000,0.000,0.000,0.000
1778986963,36.90,32.30,52.90,19,1,tinyml,,,,36.900,0.000,0.000,0.000,0.000,0.000
1778986968,36.89,32.28,52.90,19,1,tinyml,,,,36.890,0.000,0.000,0.000,0.000,0.000
1778986973,36.87,32.31,52.90,20,1,tinyml,,,,36.870,0.000,0.000,0.000,0.000,0.000
1778986978,36.84,32.30,52.90,20,1,tinyml,,,,36.840,0.000,0.000,0.000,0.000,0.000
1778986983,36.86,32.31,52.90,20,1,tinyml,,,,36.860,0.000,0.000,0.000,0.000,0.000
1778986988,36.86,32.30,53.00,20,1,tinyml,,,,36.860,0.000,0.000,0.000,0.000,0.000
1778986993,36.84,32.28,53.00,20,1,tinyml,,,,36.840,0.000,0.000,0.000,0.000,0.000
