timestamp_unix,t_in,t_ext,rh,pwm,door,ctrl_mode,phase,session_id,scenario,t_pred,err,integral,kp,ki,kd
1778940593,30.76,29.34,66.20,60,1,tinyml,,,,30.760,0.000,0.000,0.000,0.000,0.000
1778940634,30.91,29.41,65.20,60,1,tinyml,,,,30.910,0.000,0.000,0.000,0.000,0.000
1778940639,31.00,29.41,65.00,60,1,tinyml,,,,31.000,0.000,0.000,0.000,0.000,0.000
1778940644,31.09,29.44,64.80,60,1,tinyml,,,,31.090,0.000,0.000,0.000,0.000,0.000
1778940649,31.18,29.43,64.50,60,1,tinyml,,,,31.180,0.000,0.000,0.000,0.000,0.000
1778940654,31.30,29.44,64.30,60,1,tinyml,,,,31.300,0.000,0.000,0.000,0.000,0.000
1778940659,31.46,29.44,63.90,60,1,tinyml,,,,31.460,0.000,0.000,0.000,0.000,0.000
1778940664,31.61,29.44,63.50,60,1,tinyml,,,,31.610,0.000,0.000,0.000,0.000,0.000
1778940669,31.79,29.47,63.10,60,1,tinyml,,,,31.790,0.000,0.000,0.000,0.000,0.000
1778940674,31.97,29.46,62.70,60,1,tinyml,,,,31.970,0.000,0.000,0.000,0.000,0.000
1778940679,32.16,29.47,62.30,60,1,tinyml,,,,32.160,0.000,0.000,0.000,0.000,0.000
1778940684,32.34,29.47,61.90,60,1,tinyml,,,,32.340,0.000,0.000,0.000,0.000,0.000
1778940689,32.55,29.49,61.40,60,1,tinyml,,,,32.550,0.000,0.000,0.000,0.000,0.000
1778940694,32.74,29.49,60.90,60,1,tinyml,,,,32.740,0.000,0.000,0.000,0.000,0.000
1778940699,32.99,29.49,60.40,60,1,tinyml,,,,32.990,0.000,0.000,0.000,0.000,0.000
1778940704,33.16,29.47,60.00,60,1,tinyml,,,,33.160,0.000,0.000,0.000,0.000,0.000
1778940709,33.43,29.46,59.50,60,1,tinyml,,,,33.430,0.000,0.000,0.000,0.000,0.000
1778940714,33.63,29.46,59.00,60,1,tinyml,,,,33.630,0.000,0.000,0.000,0.000,0.000
1778940719,33.84,29.46,58.50,60,1,tinyml,,,,33.840,0.000,0.000,0.000,0.000,0.000
1778940724,34.02,29.44,58.00,60,1,tinyml,,,,34.020,0.000,0.000,0.000,0.000,0.000
1778940729,34.23,29.47,57.60,60,1,tinyml,,,,34.230,0.000,0.000,0.000,0.000,0.000
1778940734,34.45,29.44,57.20,60,1,tinyml,,,,34.450,0.000,0.000,0.000,0.000,0.000
1778940739,34.64,29.46,56.80,60,1,tinyml,,,,34.640,0.000,0.000,0.000,0.000,0.000
1778940744,34.87,29.43,56.40,60,1,tinyml,,,,34.870,0.000,0.000,0.000,0.000,0.000
1778940749,35.04,29.44,56.00,60,1,tinyml,,,,35.040,0.000,0.000,0.000,0.000,0.000
1778940754,35.22,29.44,55.70,60,1,tinyml,,,,35.220,0.000,0.000,0.000,0.000,0.000
1778940759,35.36,29.44,55.40,60,1,tinyml,,,,35.360,0.000,0.000,0.000,0.000,0.000
1778940764,35.52,29.43,55.10,60,1,tinyml,,,,35.520,0.000,0.000,0.000,0.000,0.000
